Name,Title,Date and Location,Review,URL
Placeholder,helpfull,Reviewed in India on 16 November 2023,very nice,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
G.S.T,All ok,Reviewed in India on 11 November 2023,So good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Agam Kumar,Nice Phone 👍👍,Reviewed in India on 22 October 2023,"Nice value for money Phone from a trusted brand Samsung. specs are very good a little bit of lag can be noticed but overall nice product most importantly speakers are really good and loud. This is a good looking phone. easy to use. Image quality is good and with 10x zoom no pixel breakage are noticed.
Overall this is a good product at a price point of 6,499. Really good",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Amazon Customer,Strictly starter phone if OK with compromises,Reviewed in India on 12 November 2023,"Has decent specifications for a starter phone but has serious drawbacks due to lack certain basic features that cripple the phone.

Positives
1. Price point with reputed brand support

Negatives
1. No fingerprint scanner
2. No support for 5GHz WiFi
3. ""Always On Display"" setting is missing
4. Face recognition feature only works intermittently, possibly due to lower resolution of front facing camera
5. Battery barely lasts one day with moderate usage. Doesn't support fast charging even with manufacturer provided charger and cable",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
The baniyan is not available inside the shirt not like same as shown in picture,Very smart service,Reviewed in India on 3 November 2023,Correctly delivered very perfect dealing and super and fine service thank u,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Kushal,Suspicious packaging,Reviewed in India on 28 October 2023,The phone works perfectly for this price range and the design is also premium. The only problem was the package was suspicious. The seal was cleanly cut and a new sticker was applied over the old sticker so be careful while buying from this particular vendor.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Bharathi,Good,Reviewed in India on 7 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Nilesh prajapati,Good phone at this price,Reviewed in India on 30 October 2023,"Overall, its a nice phone as good performance as per its price
Camera quality is ok",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Siddhartha S.,Review,Reviewed in India on 4 November 2023,Product is good both in look and performance. Worth paying.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Abhishek dikshit,Good phone under 10000,Reviewed in India on 24 October 2023,It is a bit laggy but enough foor daily use. Camera could have been better. Software is easy to use. Design is also very good. You can buy this phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
moorthy,Good,Reviewed in India on 26 October 2023,The phone is very good I like the m04 nothing problem no complaint,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
SYED IMRAN,KEEMAT KE HISABSE BBAHOT ACCHA PHONE HAI.,Reviewed in India on 5 November 2023,,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Jaswinder singh,Phone,Reviewed in India on 27 October 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Shiv Kumar,Good,Reviewed in India on 30 October 2023,Camera not good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Dr. Mitesh Patel,Good,Reviewed in India on 2 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Yogesh Ashok Garse,value for money mobile phone,Reviewed in India on 28 October 2023,good mobile phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
fathima,Value for money,Reviewed in India on 26 October 2023,Nice phone with reasonable price 👌,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Vishnu,Awesome,Reviewed in India on 17 August 2023,"The Samsung M04 offers a budget-friendly option with a 6.2-inch display, providing a decent viewing experience for its price point. Its performance is satisfactory for everyday tasks thanks to the Snapdragon processor and 3GB of RAM, though demanding apps or games might not run as smoothly.

The camera setup, featuring a dual-lens rear camera with a 13MP main sensor and a 2MP depth sensor, captures acceptable photos in well-lit conditions, but struggles in low light. The front-facing 5MP camera is suitable for basic selfies and video calls.

The device houses a 5,000mAh battery, which can easily last through a day of regular usage. However, charging is done through a micro-USB port, which might be a bit outdated for some users.

On the software side, the M04 runs Samsung's One UI on top of Android, providing a user-friendly experience and some customization options. As for storage, the 32GB internal storage can be expanded via microSD card for those who need more space.

In summary, the Samsung M04 is a decent budget smartphone that gets the basics done, but it's important to manage expectations given its limitations in terms of performance and camera quality, which are common trade-offs in this price range.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
kalpesh s mhatre,descent product in this price tag so not expect better camera quality,Reviewed in India on 26 October 2023,descent product in this price tag so not expect better camera quality,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
suresh,Samsung M04 mobile Review,Reviewed in India on 24 October 2023,"Super building quality, quick processor, easy way operate mobile",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Sasankbhai,Great phone for the price,Reviewed in India on 17 October 2023,"Nice display and plenty of processing capacity for my day to day needs. I don’t play games on my phone, so I am not sure how this would perform for that. It works pretty seamlessly. Face recognition doesn’t work at times, but I can always fall back on the pattern. All in all, a good phone at a great price.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Kumar S.,Ok,Reviewed in India on 25 October 2023,Good phone for the price...,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
krishna dubey,Battery and camera is good,Reviewed in India on 14 October 2023,Nice mobile phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
musthaq,Nice,Reviewed in India on 13 October 2023,Budget phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
AJAY KUMAR SAH,All OK but touch quality bad very slow work average phone,Reviewed in India on 7 November 2023,"Play Video
 All OK but touch quality bad very slow work average",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Mylsamy,Good,Reviewed in India on 13 October 2023,Ok... satisfied 😃,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Jenkins Jabaraj,Nice product,Reviewed in India on 15 October 2023,More than an year using it nice product. Charge stays,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
suresh,Excellent,Reviewed in India on 25 October 2023,Very good product,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Satap Ghosh,Best in your budget,Reviewed in India on 11 October 2023,For low price budget very good product,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Amazon Customer,Nice,Reviewed in India on 26 October 2023,We better,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
ASHWINI PATHAK,Good phone,Reviewed in India on 28 October 2023," Camera very good
Must buy. Its value for money.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Torch is not working,Best 4g phone,Reviewed in India on 14 October 2023,It's a great phone under 8000,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Amazon Customer,Amazing phone with in this range,Reviewed in India on 14 October 2023,"I brought it for my mom.
Very nice phone with in this range.
But it is little bit tacky to use it, especially for parents.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Sanjay Rabidas,Good,Reviewed in India on 17 October 2023,Valu for money,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Neeraj Yadav,realme Narzo 60X 5G,Reviewed in India on 11 October 2023,"realme Narzo 60 5G आखिरकार आ चुका है। अगर आप भी इस फोन को खरीदने के बारे में सोच रहे थे तो हम कुछ चीजों के बारे में बताने जा रहे हैं। इसकी मदद से आप इस फोन को काफी आसानी से बंपर डिस्काउंट के साथ ऑर्डर कर सकते हैं। यही वजह है कि इसे ऑर्डर करने से पहले आपको डिजाइन, डिस्प्ले, परफॉर्मेंस और कैमरे के बारे में जरूर जान लेना चाहिए
इसके पप्राइमरी कैमरा से तस्वीरें अच्छी आती हैं, लेकिन ये रंगों को थोड़ा बूस्ट कर देता है। हालांकि डिटेल अच्छी मिलती है। हमने इसे बहुत ज़्यादा टेस्ट नहीं किया है, लेकिन आप कुछ कैमरा सैंपल नीचे देख सकते हैं।मैंने इसे कुछ ही समय इस्तेमाल किया है, जिसमें कई ऐप्स एक साथ चलायीं, कॉलिंग भी की और इस दौरान मुझे कोई लैग नहीं दिखा।
सॉफ्टवेयर साइड पर, Narzo 60x में Android 13 आधारित realmeUI 4.0 है। फ़ोन में कई ऐप्स पहले से मौजूद हैं, जैसे FinShell Pay, Paytm, Linkedin, Candy Crush, Josh, Netflix, Royal Match Game, इत्यादि।
Realme के इस नए बजट फ़ोन में भी 5,000 mAh की ही बैटरी है और फ़ोन के साथ आपको चार्जिंग केबल और 33W का अडैप्टर मिलता है। इस चार्जर के साथ फ़ोन को 0 से 100% तक चार्ज होने में लगभग 75-80 मिनट का समय लगता है। मेरे इस्तेमाल के दौरान में थोड़ी कंटेंट स्ट्रीमिंग की और बाकी कॉलिंग व कुछ ऐप्स का इस्तेमाल, तो मुझे इसे दिन भर में चार्ज करने की ज़रुरत नहीं पड़ी। फ़ोन में Power Saving Mode है, जिसके साथ ये आपको लगभग 2 दिन का बैटरी बैकअप दे सकता है।
Realme Narzo 60x की कीमत 12,999 रुपए से शुरू होती है। इस कीमत पर ये आपको एक अच्छा डिज़ाइन ऑफर करता है, ख़ासतौर से युवाओं के लिए। फ़ोन देखने में सस्तेपन का अनुभव नहीं देता। डिस्प्ले और परफॉरमेंस भी रोज़मर्रा के अनुसार संतोषजनक है। इसके अलावा इस बजट में इसकी रियर कैमरा परफॉरमेंस भी अच्छी है, हालांकि सेल्फी कैमरा हमने अभी टेस्ट नहीं किया है, इसके लिए आपको हमारे रिव्यु का इंतज़ार करना होगा।
फ़ोन में दो वैरिएंट उपलब्ध हैं और 120Hz डिस्प्ले, 50MP प्राइमरी कैमरा, 33w फ़ास्ट चार्जिंग सपोर्ट जैसे स्पेसिफिकेशन भी हैं, जो अपनी कीमत के अनुसार आपको निराश नहीं करते हैं।
Realme Narzo 60x 5G में ओक्टा कोर Dimensity 6100+ 6nm चिपसेट है। साथ में 6GB तक की LPDDR4x रैम और 128GB की UFS 2.2 स्टोरेज है। स्टोरेज आपको थोड़ी कम लग सकती है, लेकिन ऐसे में फ़ोन में मौजूद माइक्रो एसडी स्लॉट के साथ आप इसे 2TB तक बढ़ा सकते हैं। ये वही चिपसेट है, जिसके साथ पिछले महीने Realme 11x 5G को लॉन्च किया गया है। ये प्रोसेसर रोज़मर्रा के कामों को आसानी से कर लेता है। गेमिंग मैंने बहुत ज़्यादा टेस्ट नहीं की, लेकिन इस चिपसेट के साथ आप CoD और PUBG जैसे खेल भी खेल सकते हैं, लेकिन मीडियम ग्राफ़िक्स और फ्रेम रेट पर।
Realme Narzo 60x 5G में 6.72-इंच की फुल एचडी+ डिस्प्ले है। इसमें 120Hz तक की डायनामिक रिफ्रेश रेट सपोर्ट और 680 निट्स तक की पीक ब्राइटनेस मिलेगी। फ़ोन बाहर की रौशनी में रिफ्लेक्टिव है, लेकिन इस्तेमाल किया जा सकता है। स्क्रीन में भले ही 120Hz रिफ्रेश रेट सपोर्ट के साथ स्मूथ अनुभव मिलता है, लेकिन इसकी तुलना आप फ्लैगशिप फोनों से नहीं कर सकते और कीमतों के अनुसार न ही करनी चाहिए।
स्क्रीन पर हल्का ब्लू टिंट नज़र आता है, लेकिन डिस्प्ले सेटिंग्स में Screen Colour mode ऑप्शन में जाकर आप इसे Natural पर सेट करें और स्लाइडर को थोड़ा Warm साइड पर रखें, तो ये थोड़ा बेहतर हो जाता है। कुल मिलाकर इसका डिस्प्ले रोज़ के कामों के दौरान मुझे ठीक लगा।
इसमें दायीं साइड पर वॉल्यूम बटन और पावर बटन हैं और बायीं तरफ आप सिम लगा सकते हैं। निचली एज पर आपको ऑडियो जैक, माइक्रोफोन, स्पीकर और टाइप-सी पोर्ट मिलेंगे। कीमतों को देखते हुए मुझे इस फ़ोन के डिज़ाइन से कोई शिकायत नहीं है, लेकिन कवर पहले आये पारदर्शी कवरों जैसा होता, तभी बेहतर होता। Realme Narzo 60x 5G प्लास्टिक बॉडी के साथ आता है, लेकिन देखने में ये ग्लास रियर पैनल लगता है। फ़ोन पर एक बड़ा गोल कैमरा मॉड्यूल है और बाकी रियर पैनल पर आपको एक टेक्सचर नज़र आएगा। हमें ये फ़ोन हरे (Stellar Green) रंग में मिला है और इसके रियर पैनल पर जो पैटर्न या टेक्सचर है, उसे कंपनी ने InterstellarX का नाम दिया है। फ़ोन में साइड का फ्रेम भी मेटल से बना लगता है, लेकिन ये भी प्लास्टिक ही है। देखने में ये आपको आकर्षक लग सकता है, लेकिन तभी जब आपको कोई चमकता रंग पसंद हो। हालांकि सादे रंग पसंद करने वालों के लिए ये काले रंग में भी उपलब्ध है।

फ़ोन का डिज़ाइन अच्छा है, लेकिन ये पतला नहीं है। इसकी मोटाई 7.89mm है और साथ ही फ्लैट डिज़ाइन होने के कारण ये हाथ में उतना आरामदायक नहीं है, लेकिन ये समस्या आपको फ़ोन के साथ आने वाले कवर से नहीं आएगी। लेकिन इस बार कंपनी ने फ़ोन के साथ काले शेड का कवर दिया है, जिससे फ़ोन का डिज़ाइन उतना आकर्षक नहीं रह जाता। अभी तक सभी फोनों में पारदर्शी TPU कवर ही आये हैं, इसीलिए ये थोड़ा अजीब तो है।",https://www.amazon.in/realme-5G%EF%BC%88Nebula-External-Segments-Supervooc/dp/B0CGDNJX9X/ref=sr_1_5?keywords=mobile&qid=1700642605&sr=8-5
